Pairwise: scope=same_author_only  expected=7660  observed=4320  pending=6942  workers=3
  1/6942 ok  (failed=0, cap_events=0)
  5750/6942 ok  (failed=0, cap_events=0)
  5760/6942 ok  (failed=0, cap_events=0)
  5770/6942 ok  (failed=0, cap_events=0)
  5780/6942 ok  (failed=0, cap_events=0)
  5790/6942 ok  (failed=0, cap_events=0)
  5800/6942 ok  (failed=0, cap_events=0)
  5810/6942 ok  (failed=0, cap_events=0)
  5820/6942 ok  (failed=0, cap_events=0)
  5830/6942 ok  (failed=0, cap_events=0)
  5840/6942 ok  (failed=0, cap_events=0)
  5850/6942 ok  (failed=0, cap_events=0)
  5860/6942 ok  (failed=0, cap_events=0)
  5870/6942 ok  (failed=0, cap_events=0)
  5880/6942 ok  (failed=0, cap_events=0)
  5890/6942 ok  (failed=0, cap_events=0)
  5900/6942 ok  (failed=0, cap_events=0)
  5910/6942 ok  (failed=0, cap_events=0)
  5920/6942 ok  (failed=0, cap_events=0)
  5930/6942 ok  (failed=0, cap_events=0)
  5940/6942 ok  (failed=0, cap_events=0)
  5950/6942 ok  (failed=0, cap_events=0)
  5960/6942 ok  (failed=0, cap_events=0)
  5970/6942 ok  (failed=0, cap_events=0)
  5980/6942 ok  (failed=0, cap_events=0)
  5990/6942 ok  (failed=0, cap_events=0)
  6000/6942 ok  (failed=0, cap_events=0)
  6010/6942 ok  (failed=0, cap_events=0)
  6020/6942 ok  (failed=0, cap_events=0)
  6030/6942 ok  (failed=0, cap_events=0)
  6040/6942 ok  (failed=0, cap_events=0)
  6050/6942 ok  (failed=0, cap_events=0)
  6060/6942 ok  (failed=0, cap_events=0)
  6070/6942 ok  (failed=0, cap_events=0)
  6080/6942 ok  (failed=0, cap_events=0)
  6090/6942 ok  (failed=0, cap_events=0)
  6100/6942 ok  (failed=0, cap_events=0)
  6110/6942 ok  (failed=0, cap_events=0)
  6120/6942 ok  (failed=0, cap_events=0)
  6130/6942 ok  (failed=0, cap_events=0)
  6140/6942 ok  (failed=0, cap_events=0)
  6150/6942 ok  (failed=0, cap_events=0)
  6160/6942 ok  (failed=0, cap_events=0)
  6170/6942 ok  (failed=0, cap_events=0)
  6180/6942 ok  (failed=0, cap_events=0)
  6190/6942 ok  (failed=0, cap_events=0)
  6200/6942 ok  (failed=0, cap_events=0)
  6210/6942 ok  (failed=0, cap_events=0)
  6220/6942 ok  (failed=0, cap_events=0)
  6230/6942 ok  (failed=0, cap_events=0)
  6240/6942 ok  (failed=0, cap_events=0)
  6250/6942 ok  (failed=0, cap_events=0)
  6260/6942 ok  (failed=0, cap_events=0)
  6270/6942 ok  (failed=0, cap_events=0)
  6280/6942 ok  (failed=0, cap_events=0)
  6290/6942 ok  (failed=0, cap_events=0)
  6300/6942 ok  (failed=0, cap_events=0)
  6310/6942 ok  (failed=0, cap_events=0)
  6320/6942 ok  (failed=0, cap_events=0)
  6330/6942 ok  (failed=0, cap_events=0)
  6340/6942 ok  (failed=0, cap_events=0)
  6350/6942 ok  (failed=0, cap_events=0)
  6360/6942 ok  (failed=0, cap_events=0)
  6370/6942 ok  (failed=0, cap_events=0)
  6380/6942 ok  (failed=0, cap_events=0)
  6390/6942 ok  (failed=0, cap_events=0)
  6400/6942 ok  (failed=0, cap_events=0)
  6410/6942 ok  (failed=0, cap_events=0)
  6420/6942 ok  (failed=0, cap_events=0)
  6430/6942 ok  (failed=0, cap_events=0)
  6440/6942 ok  (failed=0, cap_events=0)
  6450/6942 ok  (failed=0, cap_events=0)
  6460/6942 ok  (failed=0, cap_events=0)
  6470/6942 ok  (failed=0, cap_events=0)
  6480/6942 ok  (failed=0, cap_events=0)
  6490/6942 ok  (failed=0, cap_events=0)
  6500/6942 ok  (failed=0, cap_events=0)
  6510/6942 ok  (failed=0, cap_events=0)
  6520/6942 ok  (failed=0, cap_events=0)
  6530/6942 ok  (failed=0, cap_events=0)
  6540/6942 ok  (failed=0, cap_events=0)
  6550/6942 ok  (failed=0, cap_events=0)
  6560/6942 ok  (failed=0, cap_events=0)
  6570/6942 ok  (failed=0, cap_events=0)
  6580/6942 ok  (failed=0, cap_events=0)
  6590/6942 ok  (failed=0, cap_events=0)
  6600/6942 ok  (failed=0, cap_events=0)
  6610/6942 ok  (failed=0, cap_events=0)
  6620/6942 ok  (failed=0, cap_events=0)
  6630/6942 ok  (failed=0, cap_events=0)
  6640/6942 ok  (failed=0, cap_events=0)
  6650/6942 ok  (failed=0, cap_events=0)
  6660/6942 ok  (failed=0, cap_events=0)
  6670/6942 ok  (failed=0, cap_events=0)
  6680/6942 ok  (failed=0, cap_events=0)
  6690/6942 ok  (failed=0, cap_events=0)
  6700/6942 ok  (failed=0, cap_events=0)
  6710/6942 ok  (failed=0, cap_events=0)
  6720/6942 ok  (failed=0, cap_events=0)
  6730/6942 ok  (failed=0, cap_events=0)
  6740/6942 ok  (failed=0, cap_events=0)
  6750/6942 ok  (failed=0, cap_events=0)
  6760/6942 ok  (failed=0, cap_events=0)
  6770/6942 ok  (failed=0, cap_events=0)
  6780/6942 ok  (failed=0, cap_events=0)
  6790/6942 ok  (failed=0, cap_events=0)
  6800/6942 ok  (failed=0, cap_events=0)
  6810/6942 ok  (failed=0, cap_events=0)
  6820/6942 ok  (failed=0, cap_events=0)
  6830/6942 ok  (failed=0, cap_events=0)
  6840/6942 ok  (failed=0, cap_events=0)
  6850/6942 ok  (failed=0, cap_events=0)
  6860/6942 ok  (failed=0, cap_events=0)
  6870/6942 ok  (failed=0, cap_events=0)
  6880/6942 ok  (failed=0, cap_events=0)
  6890/6942 ok  (failed=0, cap_events=0)
  6900/6942 ok  (failed=0, cap_events=0)
  6910/6942 ok  (failed=0, cap_events=0)
  6920/6942 ok  (failed=0, cap_events=0)
  6930/6942 ok  (failed=0, cap_events=0)
  6940/6942 ok  (failed=0, cap_events=0)
Done. 6942 succeeded, 0 failed. Pairwise at ~/claudeworkspace/psyche/psycheeval/runs/2026-05-19_v03/pairwise_scores.jsonl. Checkpoint: ~/claudeworkspace/psyche/psycheeval/runs/2026-05-19_v03/checkpoint_pairwise.json

=== --ab-ba-mandatory: dispatching AB/BA swap rejudgment ===
Pairwise swap-rejudge: originals=12150  target_judges=gpt-5.4,gpt-5.5-xhigh  already_swapped=3232  pending=6942  workers=3
  1/6942 ok (failed=0, cap_events=0)
  2/6942 ok (failed=0, cap_events=0)
  3/6942 ok (failed=0, cap_events=0)
  4/6942 ok (failed=0, cap_events=0)
  5/6942 ok (failed=0, cap_events=0)
  6/6942 ok (failed=0, cap_events=0)
  7/6942 ok (failed=0, cap_events=0)
  8/6942 ok (failed=0, cap_events=0)
  9/6942 ok (failed=0, cap_events=0)
  10/6942 ok (failed=0, cap_events=0)
  20/6942 ok (failed=0, cap_events=0)
  30/6942 ok (failed=0, cap_events=0)
  40/6942 ok (failed=0, cap_events=0)
  50/6942 ok (failed=0, cap_events=0)
  60/6942 ok (failed=0, cap_events=0)
  70/6942 ok (failed=0, cap_events=0)
  80/6942 ok (failed=0, cap_events=0)
  90/6942 ok (failed=0, cap_events=0)
  100/6942 ok (failed=0, cap_events=0)
  110/6942 ok (failed=0, cap_events=0)
  120/6942 ok (failed=0, cap_events=0)
  130/6942 ok (failed=0, cap_events=0)
  140/6942 ok (failed=0, cap_events=0)
  150/6942 ok (failed=0, cap_events=0)
  160/6942 ok (failed=0, cap_events=0)
  170/6942 ok (failed=0, cap_events=0)
  180/6942 ok (failed=0, cap_events=0)
  190/6942 ok (failed=0, cap_events=0)
  200/6942 ok (failed=0, cap_events=0)
  210/6942 ok (failed=0, cap_events=0)
  220/6942 ok (failed=0, cap_events=0)
  230/6942 ok (failed=0, cap_events=0)
  240/6942 ok (failed=0, cap_events=0)
  250/6942 ok (failed=0, cap_events=0)
  260/6942 ok (failed=0, cap_events=0)
  270/6942 ok (failed=0, cap_events=0)
  280/6942 ok (failed=0, cap_events=0)
  290/6942 ok (failed=0, cap_events=0)
  300/6942 ok (failed=0, cap_events=0)
  310/6942 ok (failed=0, cap_events=0)
  320/6942 ok (failed=0, cap_events=0)
  330/6942 ok (failed=0, cap_events=0)
  340/6942 ok (failed=0, cap_events=0)
  350/6942 ok (failed=0, cap_events=0)
  360/6942 ok (failed=0, cap_events=0)
  370/6942 ok (failed=0, cap_events=0)
  380/6942 ok (failed=0, cap_events=0)
  390/6942 ok (failed=0, cap_events=0)
  400/6942 ok (failed=0, cap_events=0)
  410/6942 ok (failed=0, cap_events=0)
  420/6942 ok (failed=0, cap_events=0)
  430/6942 ok (failed=0, cap_events=0)
  440/6942 ok (failed=0, cap_events=0)
  450/6942 ok (failed=0, cap_events=0)
  460/6942 ok (failed=0, cap_events=0)
  470/6942 ok (failed=0, cap_events=0)
  480/6942 ok (failed=0, cap_events=0)
  490/6942 ok (failed=0, cap_events=0)
  500/6942 ok (failed=0, cap_events=0)
  510/6942 ok (failed=0, cap_events=0)
  520/6942 ok (failed=0, cap_events=0)
  530/6942 ok (failed=0, cap_events=0)
  540/6942 ok (failed=0, cap_events=0)
  550/6942 ok (failed=0, cap_events=0)
  560/6942 ok (failed=0, cap_events=0)
  570/6942 ok (failed=0, cap_events=0)
  580/6942 ok (failed=0, cap_events=0)
  590/6942 ok (failed=0, cap_events=0)
  600/6942 ok (failed=0, cap_events=0)
  610/6942 ok (failed=0, cap_events=0)
  620/6942 ok (failed=0, cap_events=0)
  630/6942 ok (failed=0, cap_events=0)
  640/6942 ok (failed=0, cap_events=0)
  650/6942 ok (failed=0, cap_events=0)
  660/6942 ok (failed=0, cap_events=0)
  670/6942 ok (failed=0, cap_events=0)
  680/6942 ok (failed=0, cap_events=0)
  690/6942 ok (failed=0, cap_events=0)
  700/6942 ok (failed=0, cap_events=0)
  710/6942 ok (failed=0, cap_events=0)
  720/6942 ok (failed=0, cap_events=0)
  730/6942 ok (failed=0, cap_events=0)
  740/6942 ok (failed=0, cap_events=0)
  750/6942 ok (failed=0, cap_events=0)
  760/6942 ok (failed=0, cap_events=0)
  770/6942 ok (failed=0, cap_events=0)
  780/6942 ok (failed=0, cap_events=0)
  790/6942 ok (failed=0, cap_events=0)
  800/6942 ok (failed=0, cap_events=0)
  810/6942 ok (failed=0, cap_events=0)
  820/6942 ok (failed=0, cap_events=0)
  830/6942 ok (failed=0, cap_events=0)
  840/6942 ok (failed=0, cap_events=0)
  850/6942 ok (failed=0, cap_events=0)
  860/6942 ok (failed=0, cap_events=0)
  870/6942 ok (failed=0, cap_events=0)
  880/6942 ok (failed=0, cap_events=0)
  890/6942 ok (failed=0, cap_events=0)
  900/6942 ok (failed=0, cap_events=0)
  910/6942 ok (failed=0, cap_events=0)
  920/6942 ok (failed=0, cap_events=0)
  930/6942 ok (failed=0, cap_events=0)
  940/6942 ok (failed=0, cap_events=0)
  950/6942 ok (failed=0, cap_events=0)
  960/6942 ok (failed=0, cap_events=0)
  970/6942 ok (failed=0, cap_events=0)
  980/6942 ok (failed=0, cap_events=0)
  990/6942 ok (failed=0, cap_events=0)
  1000/6942 ok (failed=0, cap_events=0)
  1010/6942 ok (failed=0, cap_events=0)
  1020/6942 ok (failed=0, cap_events=0)
  1030/6942 ok (failed=0, cap_events=0)
  1040/6942 ok (failed=0, cap_events=0)
  1050/6942 ok (failed=0, cap_events=0)
  1060/6942 ok (failed=0, cap_events=0)
  1070/6942 ok (failed=0, cap_events=0)
  1080/6942 ok (failed=0, cap_events=0)
  1090/6942 ok (failed=0, cap_events=0)
  1100/6942 ok (failed=0, cap_events=0)
  1110/6942 ok (failed=0, cap_events=0)
  1120/6942 ok (failed=0, cap_events=0)
  1130/6942 ok (failed=0, cap_events=0)
  1140/6942 ok (failed=0, cap_events=0)
  1150/6942 ok (failed=0, cap_events=0)
  1160/6942 ok (failed=0, cap_events=0)
  1170/6942 ok (failed=0, cap_events=0)
  1180/6942 ok (failed=0, cap_events=0)
  1190/6942 ok (failed=0, cap_events=0)
  1200/6942 ok (failed=0, cap_events=0)
  1210/6942 ok (failed=0, cap_events=0)
  1220/6942 ok (failed=0, cap_events=0)
  1230/6942 ok (failed=0, cap_events=0)
  1240/6942 ok (failed=0, cap_events=0)
  1250/6942 ok (failed=0, cap_events=0)
  1260/6942 ok (failed=0, cap_events=0)
  1270/6942 ok (failed=0, cap_events=0)
  1280/6942 ok (failed=0, cap_events=0)
  1290/6942 ok (failed=0, cap_events=0)
  1300/6942 ok (failed=0, cap_events=0)
  1310/6942 ok (failed=0, cap_events=0)
  1320/6942 ok (failed=0, cap_events=0)
  1330/6942 ok (failed=0, cap_events=0)
  1340/6942 ok (failed=0, cap_events=0)
  1350/6942 ok (failed=0, cap_events=0)
  1360/6942 ok (failed=0, cap_events=0)
  1370/6942 ok (failed=0, cap_events=0)
  1380/6942 ok (failed=0, cap_events=0)
  1390/6942 ok (failed=0, cap_events=0)
  1400/6942 ok (failed=0, cap_events=0)
  1410/6942 ok (failed=0, cap_events=0)
  1420/6942 ok (failed=0, cap_events=0)
  1430/6942 ok (failed=0, cap_events=0)
  1440/6942 ok (failed=0, cap_events=0)
  1450/6942 ok (failed=0, cap_events=0)
  1460/6942 ok (failed=0, cap_events=0)
  1470/6942 ok (failed=0, cap_events=0)
  1480/6942 ok (failed=0, cap_events=0)
  1490/6942 ok (failed=0, cap_events=0)
  1500/6942 ok (failed=0, cap_events=0)
  1510/6942 ok (failed=0, cap_events=0)
  1520/6942 ok (failed=0, cap_events=0)
  1530/6942 ok (failed=0, cap_events=0)
  1540/6942 ok (failed=0, cap_events=0)
  1550/6942 ok (failed=0, cap_events=0)
  1560/6942 ok (failed=0, cap_events=0)
  1570/6942 ok (failed=0, cap_events=0)
  1580/6942 ok (failed=0, cap_events=0)
  1590/6942 ok (failed=0, cap_events=0)
  1600/6942 ok (failed=0, cap_events=0)
  1610/6942 ok (failed=0, cap_events=0)
  1620/6942 ok (failed=0, cap_events=0)
  1630/6942 ok (failed=0, cap_events=0)
  1640/6942 ok (failed=0, cap_events=0)
  1650/6942 ok (failed=0, cap_events=0)
  1660/6942 ok (failed=0, cap_events=0)
  1670/6942 ok (failed=0, cap_events=0)
  1680/6942 ok (failed=0, cap_events=0)
  1690/6942 ok (failed=0, cap_events=0)
  1700/6942 ok (failed=0, cap_events=0)
  1710/6942 ok (failed=0, cap_events=0)
  1720/6942 ok (failed=0, cap_events=0)
  1730/6942 ok (failed=0, cap_events=0)
  1740/6942 ok (failed=0, cap_events=0)
  1750/6942 ok (failed=0, cap_events=0)
  1760/6942 ok (failed=0, cap_events=0)
  1770/6942 ok (failed=0, cap_events=0)
  1780/6942 ok (failed=0, cap_events=0)
  1790/6942 ok (failed=0, cap_events=0)
  1800/6942 ok (failed=0, cap_events=0)
  1810/6942 ok (failed=0, cap_events=0)
  1820/6942 ok (failed=0, cap_events=0)
  1830/6942 ok (failed=0, cap_events=0)
  1840/6942 ok (failed=0, cap_events=0)
  1850/6942 ok (failed=0, cap_events=0)
  1860/6942 ok (failed=0, cap_events=0)
  1870/6942 ok (failed=0, cap_events=0)
  1880/6942 ok (failed=0, cap_events=0)
  1890/6942 ok (failed=0, cap_events=0)
  1900/6942 ok (failed=0, cap_events=0)
  1910/6942 ok (failed=0, cap_events=0)
  1920/6942 ok (failed=0, cap_events=0)
  1930/6942 ok (failed=0, cap_events=0)
  1940/6942 ok (failed=0, cap_events=0)
  1950/6942 ok (failed=0, cap_events=0)
  1960/6942 ok (failed=0, cap_events=0)
  1970/6942 ok (failed=0, cap_events=0)
  1980/6942 ok (failed=0, cap_events=0)
  1990/6942 ok (failed=0, cap_events=0)
  2000/6942 ok (failed=0, cap_events=0)
  2010/6942 ok (failed=0, cap_events=0)
  2020/6942 ok (failed=0, cap_events=0)
  2030/6942 ok (failed=0, cap_events=0)
  2040/6942 ok (failed=0, cap_events=0)
  2050/6942 ok (failed=0, cap_events=0)
  2060/6942 ok (failed=0, cap_events=0)
  2070/6942 ok (failed=0, cap_events=0)
  2080/6942 ok (failed=0, cap_events=0)
  2090/6942 ok (failed=0, cap_events=0)
  2100/6942 ok (failed=0, cap_events=0)
  2110/6942 ok (failed=0, cap_events=0)
  2120/6942 ok (failed=0, cap_events=0)
  2130/6942 ok (failed=0, cap_events=0)
  2140/6942 ok (failed=0, cap_events=0)
  2150/6942 ok (failed=0, cap_events=0)
  2160/6942 ok (failed=0, cap_events=0)
  2170/6942 ok (failed=0, cap_events=0)
  2180/6942 ok (failed=0, cap_events=0)
  2190/6942 ok (failed=0, cap_events=0)
  2200/6942 ok (failed=0, cap_events=0)
  2210/6942 ok (failed=0, cap_events=0)
  2220/6942 ok (failed=0, cap_events=0)
  2230/6942 ok (failed=0, cap_events=0)
  2240/6942 ok (failed=0, cap_events=0)
  2250/6942 ok (failed=0, cap_events=0)
  2260/6942 ok (failed=0, cap_events=0)
  2270/6942 ok (failed=0, cap_events=0)
  2280/6942 ok (failed=0, cap_events=0)
  2290/6942 ok (failed=0, cap_events=0)
  2300/6942 ok (failed=0, cap_events=0)
  2310/6942 ok (failed=0, cap_events=0)
  2320/6942 ok (failed=0, cap_events=0)
  2330/6942 ok (failed=0, cap_events=0)
  2340/6942 ok (failed=0, cap_events=0)
  2350/6942 ok (failed=0, cap_events=0)
  2360/6942 ok (failed=0, cap_events=0)
  2370/6942 ok (failed=0, cap_events=0)
  2380/6942 ok (failed=0, cap_events=0)
  2390/6942 ok (failed=0, cap_events=0)
  2400/6942 ok (failed=0, cap_events=0)
  2410/6942 ok (failed=0, cap_events=0)
  2420/6942 ok (failed=0, cap_events=0)
  2430/6942 ok (failed=0, cap_events=0)
  2440/6942 ok (failed=0, cap_events=0)
  2450/6942 ok (failed=0, cap_events=0)
  2460/6942 ok (failed=0, cap_events=0)
  2470/6942 ok (failed=0, cap_events=0)
  2480/6942 ok (failed=0, cap_events=0)
  2490/6942 ok (failed=0, cap_events=0)
  2500/6942 ok (failed=0, cap_events=0)
  2510/6942 ok (failed=0, cap_events=0)
  2520/6942 ok (failed=0, cap_events=0)
  2530/6942 ok (failed=0, cap_events=0)
  2540/6942 ok (failed=0, cap_events=0)
  2550/6942 ok (failed=0, cap_events=0)
  2560/6942 ok (failed=0, cap_events=0)
  2570/6942 ok (failed=0, cap_events=0)
  2580/6942 ok (failed=0, cap_events=0)
  2590/6942 ok (failed=0, cap_events=0)
  2600/6942 ok (failed=0, cap_events=0)
  2610/6942 ok (failed=0, cap_events=0)
  2620/6942 ok (failed=0, cap_events=0)
  2630/6942 ok (failed=0, cap_events=0)
  2640/6942 ok (failed=0, cap_events=0)
  2650/6942 ok (failed=0, cap_events=0)
  2660/6942 ok (failed=0, cap_events=0)
  2670/6942 ok (failed=0, cap_events=0)
  2680/6942 ok (failed=0, cap_events=0)
  2690/6942 ok (failed=0, cap_events=0)
  2700/6942 ok (failed=0, cap_events=0)
  2710/6942 ok (failed=0, cap_events=0)
  2720/6942 ok (failed=0, cap_events=0)
  2730/6942 ok (failed=0, cap_events=0)
  2740/6942 ok (failed=0, cap_events=0)
  2750/6942 ok (failed=0, cap_events=0)
  2760/6942 ok (failed=0, cap_events=0)
  2770/6942 ok (failed=0, cap_events=0)
  2780/6942 ok (failed=0, cap_events=0)
  2790/6942 ok (failed=0, cap_events=0)
  2800/6942 ok (failed=0, cap_events=0)
  2810/6942 ok (failed=0, cap_events=0)
  2820/6942 ok (failed=0, cap_events=0)
  2830/6942 ok (failed=0, cap_events=0)
  2840/6942 ok (failed=0, cap_events=0)
  2850/6942 ok (failed=0, cap_events=0)
  2860/6942 ok (failed=0, cap_events=0)
  2870/6942 ok (failed=0, cap_events=0)
  2880/6942 ok (failed=0, cap_events=0)
  2890/6942 ok (failed=0, cap_events=0)
  2900/6942 ok (failed=0, cap_events=0)
  2910/6942 ok (failed=0, cap_events=0)
  2920/6942 ok (failed=0, cap_events=0)
  2930/6942 ok (failed=0, cap_events=0)
  2940/6942 ok (failed=0, cap_events=0)
  2950/6942 ok (failed=0, cap_events=0)
  2960/6942 ok (failed=0, cap_events=0)
  2970/6942 ok (failed=0, cap_events=0)
  2980/6942 ok (failed=0, cap_events=0)
  2990/6942 ok (failed=0, cap_events=0)
  3000/6942 ok (failed=0, cap_events=0)
  3010/6942 ok (failed=0, cap_events=0)
  3020/6942 ok (failed=0, cap_events=0)
  3030/6942 ok (failed=0, cap_events=0)
  3040/6942 ok (failed=0, cap_events=0)
  3050/6942 ok (failed=0, cap_events=0)
  3060/6942 ok (failed=0, cap_events=0)
  3070/6942 ok (failed=0, cap_events=0)
  3080/6942 ok (failed=0, cap_events=0)
  3090/6942 ok (failed=0, cap_events=0)
  3100/6942 ok (failed=0, cap_events=0)
  3110/6942 ok (failed=0, cap_events=0)
  3120/6942 ok (failed=0, cap_events=0)
  3130/6942 ok (failed=0, cap_events=0)
  3140/6942 ok (failed=0, cap_events=0)
  3150/6942 ok (failed=0, cap_events=0)
  3160/6942 ok (failed=0, cap_events=0)
  3170/6942 ok (failed=0, cap_events=0)
  3180/6942 ok (failed=0, cap_events=0)
  3190/6942 ok (failed=0, cap_events=0)
  3200/6942 ok (failed=0, cap_events=0)
  3210/6942 ok (failed=0, cap_events=0)
  3220/6942 ok (failed=0, cap_events=0)
  3230/6942 ok (failed=0, cap_events=0)
  3240/6942 ok (failed=0, cap_events=0)
  3250/6942 ok (failed=0, cap_events=0)
  3260/6942 ok (failed=0, cap_events=0)
  3270/6942 ok (failed=0, cap_events=0)
  3280/6942 ok (failed=0, cap_events=0)
  3290/6942 ok (failed=0, cap_events=0)
  3300/6942 ok (failed=0, cap_events=0)
  3310/6942 ok (failed=0, cap_events=0)
  3320/6942 ok (failed=0, cap_events=0)
  3330/6942 ok (failed=0, cap_events=0)
  3340/6942 ok (failed=0, cap_events=0)
  3350/6942 ok (failed=0, cap_events=0)
  3360/6942 ok (failed=0, cap_events=0)
  3370/6942 ok (failed=0, cap_events=0)
  3380/6942 ok (failed=0, cap_events=0)
  3390/6942 ok (failed=0, cap_events=0)
  3400/6942 ok (failed=0, cap_events=0)
  3410/6942 ok (failed=0, cap_events=0)
  3420/6942 ok (failed=0, cap_events=0)
  3430/6942 ok (failed=0, cap_events=0)
  3440/6942 ok (failed=0, cap_events=0)
  3450/6942 ok (failed=0, cap_events=0)
  3460/6942 ok (failed=0, cap_events=0)
  3470/6942 ok (failed=0, cap_events=0)
  3480/6942 ok (failed=0, cap_events=0)
  3490/6942 ok (failed=0, cap_events=0)
  3500/6942 ok (failed=0, cap_events=0)
  3510/6942 ok (failed=0, cap_events=0)
  3520/6942 ok (failed=0, cap_events=0)
  3530/6942 ok (failed=0, cap_events=0)
  3540/6942 ok (failed=0, cap_events=0)
  3550/6942 ok (failed=0, cap_events=0)
  3560/6942 ok (failed=0, cap_events=0)
  3570/6942 ok (failed=0, cap_events=0)
  3580/6942 ok (failed=0, cap_events=0)
  3590/6942 ok (failed=0, cap_events=0)
  3600/6942 ok (failed=0, cap_events=0)
  3610/6942 ok (failed=0, cap_events=0)
  3620/6942 ok (failed=0, cap_events=0)
  3630/6942 ok (failed=0, cap_events=0)
  3640/6942 ok (failed=0, cap_events=0)
  3650/6942 ok (failed=0, cap_events=0)
  3660/6942 ok (failed=0, cap_events=0)
  3670/6942 ok (failed=0, cap_events=0)
  3680/6942 ok (failed=0, cap_events=0)
  3690/6942 ok (failed=0, cap_events=0)
  3700/6942 ok (failed=0, cap_events=0)
  3710/6942 ok (failed=0, cap_events=0)
  3720/6942 ok (failed=0, cap_events=0)
  3730/6942 ok (failed=0, cap_events=0)
  3740/6942 ok (failed=0, cap_events=0)
  3750/6942 ok (failed=0, cap_events=0)
  3760/6942 ok (failed=0, cap_events=0)
  3770/6942 ok (failed=0, cap_events=0)
  3780/6942 ok (failed=0, cap_events=0)
  3790/6942 ok (failed=0, cap_events=0)
  3800/6942 ok (failed=0, cap_events=0)
  3810/6942 ok (failed=0, cap_events=0)
  3820/6942 ok (failed=0, cap_events=0)
  3830/6942 ok (failed=0, cap_events=0)
  3840/6942 ok (failed=0, cap_events=0)
  3850/6942 ok (failed=0, cap_events=0)
  3860/6942 ok (failed=0, cap_events=0)
  3870/6942 ok (failed=0, cap_events=0)
  3880/6942 ok (failed=0, cap_events=0)
  3890/6942 ok (failed=0, cap_events=0)
  3900/6942 ok (failed=0, cap_events=0)
  3910/6942 ok (failed=0, cap_events=0)
  3920/6942 ok (failed=0, cap_events=0)
  3930/6942 ok (failed=0, cap_events=0)
  3940/6942 ok (failed=0, cap_events=0)
  3950/6942 ok (failed=0, cap_events=0)
  3960/6942 ok (failed=0, cap_events=0)
  3970/6942 ok (failed=0, cap_events=0)
  3980/6942 ok (failed=0, cap_events=0)
  3990/6942 ok (failed=0, cap_events=0)
  4000/6942 ok (failed=0, cap_events=0)
  4010/6942 ok (failed=0, cap_events=0)
  4020/6942 ok (failed=0, cap_events=0)
  4030/6942 ok (failed=0, cap_events=0)
  4040/6942 ok (failed=0, cap_events=0)
  4050/6942 ok (failed=0, cap_events=0)
  4060/6942 ok (failed=0, cap_events=0)
  4070/6942 ok (failed=0, cap_events=0)
  4080/6942 ok (failed=0, cap_events=0)
  4090/6942 ok (failed=0, cap_events=0)
  4100/6942 ok (failed=0, cap_events=0)
  4110/6942 ok (failed=0, cap_events=0)
  4120/6942 ok (failed=0, cap_events=0)
  4130/6942 ok (failed=0, cap_events=0)
  4140/6942 ok (failed=0, cap_events=0)
  4150/6942 ok (failed=0, cap_events=0)
  4160/6942 ok (failed=0, cap_events=0)
  4170/6942 ok (failed=0, cap_events=0)
  4180/6942 ok (failed=0, cap_events=0)
  4190/6942 ok (failed=0, cap_events=0)
  4200/6942 ok (failed=0, cap_events=0)
  4210/6942 ok (failed=0, cap_events=0)
  4220/6942 ok (failed=0, cap_events=0)
  4230/6942 ok (failed=0, cap_events=0)
  4240/6942 ok (failed=0, cap_events=0)
  4250/6942 ok (failed=0, cap_events=0)
  4260/6942 ok (failed=0, cap_events=0)
  4270/6942 ok (failed=0, cap_events=0)
  4280/6942 ok (failed=0, cap_events=0)
  4290/6942 ok (failed=0, cap_events=0)
  4300/6942 ok (failed=0, cap_events=0)
  4310/6942 ok (failed=0, cap_events=0)
  4320/6942 ok (failed=0, cap_events=0)
  4330/6942 ok (failed=0, cap_events=0)
  4340/6942 ok (failed=0, cap_events=0)
  4350/6942 ok (failed=0, cap_events=0)
  4360/6942 ok (failed=0, cap_events=0)
  4370/6942 ok (failed=0, cap_events=0)
  4380/6942 ok (failed=0, cap_events=0)
  4390/6942 ok (failed=0, cap_events=0)
  4400/6942 ok (failed=0, cap_events=0)
  4410/6942 ok (failed=0, cap_events=0)
  4420/6942 ok (failed=0, cap_events=0)
  4430/6942 ok (failed=0, cap_events=0)
  4440/6942 ok (failed=0, cap_events=0)
  4450/6942 ok (failed=0, cap_events=0)
  4460/6942 ok (failed=0, cap_events=0)
  4470/6942 ok (failed=0, cap_events=0)
  4480/6942 ok (failed=0, cap_events=0)
  4490/6942 ok (failed=0, cap_events=0)
  4500/6942 ok (failed=0, cap_events=0)
  4510/6942 ok (failed=0, cap_events=0)
  4520/6942 ok (failed=0, cap_events=0)
  4530/6942 ok (failed=0, cap_events=0)
  4540/6942 ok (failed=0, cap_events=0)
  4550/6942 ok (failed=0, cap_events=0)
  4560/6942 ok (failed=0, cap_events=0)
  4570/6942 ok (failed=0, cap_events=0)
  4580/6942 ok (failed=0, cap_events=0)
  4590/6942 ok (failed=0, cap_events=0)
  4600/6942 ok (failed=0, cap_events=0)
  4610/6942 ok (failed=0, cap_events=0)
  4620/6942 ok (failed=0, cap_events=0)
  4630/6942 ok (failed=0, cap_events=0)
  4640/6942 ok (failed=0, cap_events=0)
  4650/6942 ok (failed=0, cap_events=0)
  4660/6942 ok (failed=0, cap_events=0)
